timestamp;maquina;tipo_maquina;modo_operacion;temperatura [ºC;vibracion [mm/s];presion [bar];rpm_motor [rpm];horas_funcionamiento [h];dias_desde_mantenimiento [días
10/01/2025 13:00;MCH_03;compresor;intermitente;80.09;1.3;27.06;1405.5;120;3
10/01/2025 14:00;MCH_03;compresor;intermitente;71.07;1.76;25.89;1551.95;121;4
10/01/2025 15:00;MCH_03;compresor;intermitente;74.93;1.23;27.78;1458.78;121;5
10/01/2025 16:00;MCH_03;compresor;intermitente;68.69;1.32;26.72;1314.01;122;6
10/01/2025 17:00;MCH_03;compresor;intermitente;79.57;1.5;30.52;1580.36;123;7
10/01/2025 18:00;MCH_03;compresor;intermitente;78.8;1.33;28.36;1487.27;124;8
10/01/2025 19:00;MCH_03;compresor;intermitente;71.09;0.96;30.43;1428.01;125;9
10/01/2025 20:00;MCH_03;compresor;intermitente;73.0;1.38;31.16;1418.28;125;10
10/01/2025 21:00;MCH_03;compresor;intermitente;73.41;0.6;25.97;1432.89;125;11
10/01/2025 22:00;MCH_03;compresor;intermitente;66.5;1.76;24.96;1429.59;126;12
10/01/2025 23:00;MCH_03;compresor;intermitente;70.22;1.0;28.82;1417.42;126;13
11/01/2025 0:00;MCH_03;compresor;intermitente;72.25;2.0;27.01;1289.05;127;14
11/01/2025 1:00;MCH_03;compresor;intermitente;77.28;1.3;30.46;1425.93;127;15
11/01/2025 2:00;MCH_03;compresor;intermitente;77.68;1.55;29.02;1601.4;128;16
11/01/2025 3:00;MCH_03;compresor;intermitente;69.17;1.17;28.53;1370.67;129;17
11/01/2025 4:00;MCH_03;compresor;intermitente;76.33;1.23;28.58;1499.38;129;18
11/01/2025 5:00;MCH_03;compresor;intermitente;76.09;1.43;32.18;1436.47;130;19
11/01/2025 6:00;MCH_03;compresor;intermitente;68.39;1.89;26.18;1379.07;130;20
11/01/2025 7:00;MCH_03;compresor;intermitente;72.45;1.33;26.6;1601.81;131;21
11/01/2025 8:00;MCH_03;compresor;intermitente;77.76;1.76;31.31;1356.95;131;22
11/01/2025 9:00;MCH_03;compresor;intermitente;68.99;2.17;27.79;1466.82;132;23
11/01/2025 10:00;MCH_03;compresor;intermitente;71.05;0.94;23.22;1459.89;133;24
11/01/2025 11:00;MCH_03;compresor;intermitente;75.36;1.47;31.38;1367.46;134;25
11/01/2025 12:00;MCH_03;compresor;intermitente;73.75;1.29;25.33;1493.37;134;26
11/01/2025 13:00;MCH_03;compresor;intermitente;78.13;1.24;27.19;1342.67;135;27
11/01/2025 14:00;MCH_03;compresor;intermitente;75.86;1.69;26.78;1510.57;136;28
11/01/2025 15:00;MCH_03;compresor;intermitente;72.45;1.35;28.18;1331.21;137;29
11/01/2025 16:00;MCH_03;compresor;intermitente;74.95;1.44;25.78;1426.18;138;30
11/01/2025 17:00;MCH_03;compresor;intermitente;74.01;1.49;28.82;1490.41;139;31
11/01/2025 18:00;MCH_03;compresor;intermitente;80.76;1.43;29.91;1507.65;140;32
11/01/2025 19:00;MCH_03;compresor;intermitente;82.0;1.81;23.78;1418.02;141;33
11/01/2025 20:00;MCH_03;compresor;intermitente;71.95;1.22;28.74;1359.64;142;34
11/01/2025 21:00;MCH_03;compresor;intermitente;78.43;1.62;26.54;1275.67;143;35
11/01/2025 22:00;MCH_03;compresor;intermitente;76.11;1.68;29.5;1654.5;144;36
11/01/2025 23:00;MCH_03;compresor;intermitente;74.53;0.81;22.96;1556.61;145;37
12/01/2025 0:00;MCH_03;compresor;intermitente;72.93;0.84;25.32;1200.73;146;38
12/01/2025 1:00;MCH_03;compresor;intermitente;77.62;1.72;28.14;1546.69;147;39
12/01/2025 2:00;MCH_03;compresor;intermitente;70.88;1.22;27.27;1491.28;148;40
12/01/2025 3:00;MCH_03;compresor;intermitente;72.86;1.48;28.44;1419.26;149;41
12/01/2025 4:00;MCH_03;compresor;intermitente;73.05;1.16;28.13;1386.61;150;42
12/01/2025 5:00;MCH_03;compresor;intermitente;72.0;1.86;26.39;1544.46;151;43
12/01/2025 6:00;MCH_03;compresor;intermitente;75.88;1.22;24.18;1374.83;152;44
12/01/2025 7:00;MCH_03;compresor;intermitente;74.38;1.86;27.07;1629.15;152;45
12/01/2025 8:00;MCH_03;compresor;intermitente;78.47;1.54;28.2;1483.82;153;46
12/01/2025 9:00;MCH_03;compresor;intermitente;76.14;1.97;31.55;1264.28;153;47
12/01/2025 10:00;MCH_03;compresor;intermitente;83.11;1.09;29.5;1525.1;153;48
12/01/2025 11:00;MCH_03;compresor;intermitente;70.49;1.29;27.82;1419.86;154;49
12/01/2025 12:00;MCH_03;compresor;intermitente;71.94;1.46;27.27;1548.84;155;50
12/01/2025 13:00;MCH_03;compresor;intermitente;76.98;1.51;28.13;1352.89;155;51
12/01/2025 14:00;MCH_03;compresor;intermitente;77.34;1.16;31.47;1644.39;156;52
12/01/2025 15:00;MCH_03;compresor;intermitente;74.79;1.19;26.36;1350.44;157;53
12/01/2025 16:00;MCH_03;compresor;intermitente;75.82;1.49;26.23;1385.17;158;54
12/01/2025 17:00;MCH_03;compresor;intermitente;75.54;1.15;25.09;1483.01;158;55
12/01/2025 18:00;MCH_03;compresor;intermitente;81.01;1.41;27.94;1465.82;159;56
12/01/2025 19:00;MCH_03;compresor;intermitente;78.81;1.73;28.86;1456.67;160;57
12/01/2025 20:00;MCH_03;compresor;intermitente;77.04;1.68;30.01;1463.73;160;58
12/01/2025 21:00;MCH_03;compresor;intermitente;73.32;1.47;26.4;1477.54;160;59
12/01/2025 22:00;MCH_03;compresor;intermitente;73.54;1.05;28.79;1467.73;161;60
12/01/2025 23:00;MCH_03;compresor;intermitente;75.52;1.79;28.61;1510.53;162;61
13/01/2025 0:00;MCH_03;compresor;intermitente;73.74;1.84;28.63;1442.04;163;62
13/01/2025 1:00;MCH_03;compresor;intermitente;74.18;1.61;28.67;1502.78;164;63
13/01/2025 2:00;MCH_03;compresor;intermitente;72.46;1.29;29.54;1418.33;164;64
13/01/2025 3:00;MCH_03;compresor;intermitente;80.02;2.06;30.24;1587.25;165;65
13/01/2025 4:00;MCH_03;compresor;intermitente;72.69;1.51;27.57;1398.85;166;66
13/01/2025 5:00;MCH_03;compresor;intermitente;76.93;1.86;28.82;1455.25;166;67
13/01/2025 6:00;MCH_03;compresor;intermitente;74.91;1.31;26.37;1469.62;167;68
13/01/2025 7:00;MCH_03;compresor;intermitente;75.26;1.13;27.59;1678.65;168;69
13/01/2025 8:00;MCH_03;compresor;intermitente;72.49;1.17;28.06;1362.6;169;70
13/01/2025 9:00;MCH_03;compresor;intermitente;74.69;1.39;28.85;1337.42;169;71
13/01/2025 10:00;MCH_03;compresor;intermitente;75.72;1.21;27.25;1387.62;169;72
13/01/2025 11:00;MCH_03;compresor;intermitente;77.62;1.37;26.86;1471.69;170;73
13/01/2025 12:00;MCH_03;compresor;intermitente;75.1;1.35;27.78;1476.54;170;74
13/01/2025 13:00;MCH_03;compresor;intermitente;74.29;1.73;30.21;1585.34;171;75
13/01/2025 14:00;MCH_03;compresor;intermitente;75.56;1.41;29.85;1551.16;172;76
13/01/2025 15:00;MCH_03;compresor;intermitente;75.74;1.67;27.96;1283.75;172;77
13/01/2025 16:00;MCH_03;compresor;intermitente;74.47;1.53;28.46;1315.26;173;78
13/01/2025 17:00;MCH_03;compresor;intermitente;75.12;1.56;28.48;1463.46;173;79
13/01/2025 18:00;MCH_03;compresor;intermitente;76.18;1.52;25.6;1416.98;174;80
13/01/2025 19:00;MCH_03;compresor;intermitente;71.66;1.22;27.14;1630.1;175;81
13/01/2025 20:00;MCH_03;compresor;intermitente;79.35;1.69;27.02;1196.23;175;82
13/01/2025 21:00;MCH_03;compresor;intermitente;71.52;1.62;28.59;1407.24;175;83
13/01/2025 22:00;MCH_03;compresor;intermitente;74.24;1.41;30.79;1412.66;175;84
13/01/2025 23:00;MCH_03;compresor;intermitente;72.42;1.62;29.95;1414.27;176;85
14/01/2025 0:00;MCH_03;compresor;intermitente;73.98;1.53;27.68;1281.26;177;86
14/01/2025 1:00;MCH_03;compresor;intermitente;71.82;1.67;31.44;1500.91;178;87
14/01/2025 2:00;MCH_03;compresor;intermitente;78.57;1.22;29.21;1354.72;179;88
14/01/2025 3:00;MCH_03;compresor;intermitente;77.79;1.17;25.86;1197.44;180;89
14/01/2025 4:00;MCH_03;compresor;intermitente;73.7;1.74;29.72;1482.5;181;90
14/01/2025 5:00;MCH_03;compresor;intermitente;75.94;1.49;31.04;1430.05;182;1
14/01/2025 6:00;MCH_03;compresor;intermitente;76.03;2.12;25.83;1481.43;182;2
14/01/2025 7:00;MCH_03;compresor;intermitente;70.45;1.65;24.89;1488.53;183;3
14/01/2025 8:00;MCH_03;compresor;intermitente;68.76;1.88;28.5;1521.11;184;4
14/01/2025 9:00;MCH_03;compresor;intermitente;76.36;1.48;24.94;1414.55;184;5
14/01/2025 10:00;MCH_03;compresor;intermitente;76.24;1.46;27.68;1480.64;185;6
14/01/2025 11:00;MCH_03;compresor;intermitente;71.44;1.61;24.75;1494.83;186;7
14/01/2025 12:00;MCH_03;compresor;intermitente;71.67;2.15;27.76;1342.14;186;8
14/01/2025 13:00;MCH_03;compresor;intermitente;75.71;1.81;29.14;1442.87;186;9
14/01/2025 14:00;MCH_03;compresor;intermitente;76.1;1.49;27.09;1557.75;187;10
14/01/2025 15:00;MCH_03;compresor;intermitente;76.55;2.13;28.35;1279.04;187;11
14/01/2025 16:00;MCH_03;compresor;intermitente;76.17;1.46;28.92;1588.67;188;12
14/01/2025 17:00;MCH_03;compresor;intermitente;72.88;1.09;27.36;1303.62;189;13
14/01/2025 18:00;MCH_03;compresor;intermitente;75.87;0.84;29.86;1463.24;189;14
14/01/2025 19:00;MCH_03;compresor;intermitente;73.38;1.59;29.79;1432.19;190;15
14/01/2025 20:00;MCH_03;compresor;intermitente;70.38;1.48;28.22;1328.21;191;16
14/01/2025 21:00;MCH_03;compresor;intermitente;75.42;1.79;28.76;1517.83;192;17
14/01/2025 22:00;MCH_03;compresor;intermitente;76.02;1.15;31.49;1352.76;193;18
14/01/2025 23:00;MCH_03;compresor;intermitente;79.88;1.38;27.93;1493.43;194;19
15/01/2025 0:00;MCH_03;compresor;intermitente;73.41;1.69;27.5;1379.82;195;20
15/01/2025 1:00;MCH_03;compresor;intermitente;78.3;1.07;29.36;1519.47;195;21
15/01/2025 2:00;MCH_03;compresor;intermitente;75.15;1.45;29.42;1531.32;196;22
15/01/2025 3:00;MCH_03;compresor;intermitente;75.83;1.95;29.59;1346.2;197;23
15/01/2025 4:00;MCH_03;compresor;intermitente;70.03;1.2;26.4;1382.98;198;24
15/01/2025 5:00;MCH_03;compresor;intermitente;80.26;1.28;29.72;1330.88;199;25
15/01/2025 6:00;MCH_03;compresor;intermitente;71.69;1.49;26.56;1472.1;200;26
15/01/2025 7:00;MCH_03;compresor;intermitente;74.24;1.35;28.06;1466.63;201;27
15/01/2025 8:00;MCH_03;compresor;intermitente;73.74;1.8;29.79;1481.38;202;28
15/01/2025 9:00;MCH_03;compresor;intermitente;73.08;1.57;27.27;1482.99;202;29
15/01/2025 10:00;MCH_03;compresor;intermitente;76.78;1.53;28.87;1502.17;203;30
15/01/2025 11:00;MCH_03;compresor;intermitente;78.26;1.19;30.34;1362.09;204;31
15/01/2025 12:00;MCH_03;compresor;intermitente;72.86;0.54;26.32;1432.73;204;32
15/01/2025 13:00;MCH_03;compresor;intermitente;74.08;1.4;26.67;1354.74;205;33
15/01/2025 14:00;MCH_03;compresor;intermitente;79.28;1.64;26.22;1378.4;206;34
15/01/2025 15:00;MCH_03;compresor;intermitente;76.69;1.57;26.75;1448.12;206;35
15/01/2025 16:00;MCH_03;compresor;intermitente;71.63;1.32;27.47;1601.17;206;36
15/01/2025 17:00;MCH_03;compresor;intermitente;70.08;1.81;29.75;1487.84;207;37
15/01/2025 18:00;MCH_03;compresor;intermitente;75.51;1.63;25.56;1477.24;207;38
15/01/2025 19:00;MCH_03;compresor;intermitente;82.68;1.72;28.19;1466.9;207;39
15/01/2025 20:00;MCH_03;compresor;intermitente;74.82;1.41;25.93;1682.21;208;40
15/01/2025 21:00;MCH_03;compresor;intermitente;74.71;1.37;28.07;1365.95;209;41
15/01/2025 22:00;MCH_03;compresor;intermitente;71.72;1.68;27.38;1390.7;210;42
15/01/2025 23:00;MCH_03;compresor;intermitente;74.14;1.65;28.4;1477.93;210;43
16/01/2025 0:00;MCH_03;compresor;intermitente;78.57;1.95;30.25;1389.86;211;44
16/01/2025 1:00;MCH_03;compresor;intermitente;70.38;1.49;26.91;1447.57;212;45
16/01/2025 2:00;MCH_03;compresor;intermitente;78.44;1.68;26.8;1490.63;213;46
16/01/2025 3:00;MCH_03;compresor;intermitente;74.62;1.63;27.68;1378.19;214;47
16/01/2025 4:00;MCH_03;compresor;intermitente;82.97;1.65;29.37;1636.3;214;48
16/01/2025 5:00;MCH_03;compresor;intermitente;76.74;1.28;26.79;1548.59;214;49
16/01/2025 6:00;MCH_03;compresor;intermitente;77.69;1.87;26.66;1613.65;215;50
16/01/2025 7:00;MCH_03;compresor;intermitente;73.11;1.38;26.78;1217.35;216;51
16/01/2025 8:00;MCH_03;compresor;intermitente;74.12;1.72;28.0;1424.34;216;52
16/01/2025 9:00;MCH_03;compresor;intermitente;71.64;1.86;26.63;1573.64;217;53
16/01/2025 10:00;MCH_03;compresor;intermitente;73.65;1.82;27.3;1390.57;218;54
16/01/2025 11:00;MCH_03;compresor;intermitente;66.71;1.48;24.03;1514.25;219;55
16/01/2025 12:00;MCH_03;compresor;intermitente;72.27;1.52;23.93;1375.23;220;56
16/01/2025 13:00;MCH_03;compresor;intermitente;76.83;1.91;27.65;1546.23;220;57
16/01/2025 14:00;MCH_03;compresor;intermitente;73.9;1.54;26.47;1444.28;221;58
16/01/2025 15:00;MCH_03;compresor;intermitente;75.88;1.63;25.53;1485.33;222;59
16/01/2025 16:00;MCH_03;compresor;intermitente;78.83;1.23;29.58;1335.9;223;60
16/01/2025 17:00;MCH_03;compresor;intermitente;74.37;1.27;27.34;1448.59;223;61
16/01/2025 18:00;MCH_03;compresor;intermitente;78.81;2.04;28.69;1367.91;224;62
16/01/2025 19:00;MCH_03;compresor;intermitente;73.77;1.76;27.77;1353.9;224;63
16/01/2025 20:00;MCH_03;compresor;intermitente;73.15;1.61;29.38;1602.67;225;64
16/01/2025 21:00;MCH_03;compresor;intermitente;73.59;1.53;27.54;1483.73;226;65
16/01/2025 22:00;MCH_03;compresor;intermitente;75.31;1.89;24.48;1629.77;227;66
16/01/2025 23:00;MCH_03;compresor;intermitente;73.09;1.88;27.43;1516.44;228;67
17/01/2025 0:00;MCH_03;compresor;intermitente;77.53;1.46;26.75;1452.3;228;68
17/01/2025 1:00;MCH_03;compresor;intermitente;75.34;1.58;25.47;1345.37;229;69
17/01/2025 2:00;MCH_03;compresor;intermitente;74.49;1.65;26.51;1447.07;230;70
17/01/2025 3:00;MCH_03;compresor;intermitente;76.37;1.17;27.58;1439.61;231;71
17/01/2025 4:00;MCH_03;compresor;intermitente;72.03;1.16;26.94;1402.34;232;72
17/01/2025 5:00;MCH_03;compresor;intermitente;78.33;1.13;26.84;1656.69;232;73
17/01/2025 6:00;MCH_03;compresor;intermitente;75.72;1.32;27.02;1474.87;233;74
17/01/2025 7:00;MCH_03;compresor;intermitente;71.69;1.44;26.36;1514.95;234;75
17/01/2025 8:00;MCH_03;compresor;intermitente;71.86;1.38;26.11;1517.44;235;76
17/01/2025 9:00;MCH_03;compresor;intermitente;73.11;1.44;27.78;1317.54;236;77
17/01/2025 10:00;MCH_03;compresor;intermitente;74.27;1.26;30.4;1507.89;237;78
17/01/2025 11:00;MCH_03;compresor;intermitente;74.8;1.34;29.59;1531.21;238;79
17/01/2025 12:00;MCH_03;compresor;intermitente;76.24;2.0;26.93;1465.92;239;80
17/01/2025 13:00;MCH_03;compresor;intermitente;75.06;1.47;25.39;1485.19;240;81
17/01/2025 14:00;MCH_03;compresor;intermitente;70.44;1.41;27.35;1605.34;240;82
17/01/2025 15:00;MCH_03;compresor;intermitente;75.21;1.52;26.6;1342.89;240;83
17/01/2025 16:00;MCH_03;compresor;intermitente;77.41;1.29;28.03;1571.31;241;84
17/01/2025 17:00;MCH_03;compresor;intermitente;73.91;1.18;28.31;1463.9;242;85
17/01/2025 18:00;MCH_03;compresor;intermitente;68.57;1.57;26.81;1583.62;243;86
17/01/2025 19:00;MCH_03;compresor;intermitente;75.66;1.12;26.56;1457.12;244;87
17/01/2025 20:00;MCH_03;compresor;intermitente;72.44;2.01;28.21;1403.34;245;88
17/01/2025 21:00;MCH_03;compresor;intermitente;69.56;1.44;26.15;1394.52;246;89
17/01/2025 22:00;MCH_03;compresor;intermitente;79.19;1.27;30.25;1390.49;247;90
17/01/2025 23:00;MCH_03;compresor;intermitente;78.3;1.3;26.78;1502.81;247;1
04/01/2025 0:00;MCH_04;ventilador;intermitente;75.97;1.82;29.38;1221.91;0;3
04/01/2025 1:00;MCH_04;ventilador;intermitente;75.05;1.64;27.78;1379.0;1;4
04/01/2025 2:00;MCH_04;ventilador;intermitente;76.96;2.17;29.73;1586.74;2;5
04/01/2025 3:00;MCH_04;ventilador;intermitente;74.58;1.85;28.03;1529.67;3;6
04/01/2025 4:00;MCH_04;ventilador;intermitente;77.15;1.23;26.17;1476.1;4;7
04/01/2025 5:00;MCH_04;ventilador;intermitente;76.12;1.55;26.82;1451.28;5;8
04/01/2025 6:00;MCH_04;ventilador;intermitente;71.49;1.07;30.66;1418.88;5;9
04/01/2025 7:00;MCH_04;ventilador;intermitente;72.92;1.45;28.8;1544.93;5;10
04/01/2025 8:00;MCH_04;ventilador;intermitente;73.61;1.77;30.79;1624.82;6;11
04/01/2025 9:00;MCH_04;ventilador;intermitente;77.87;1.51;29.11;1584.35;7;12
04/01/2025 10:00;MCH_04;ventilador;intermitente;73.13;1.28;29.03;1349.67;8;13
04/01/2025 11:00;MCH_04;ventilador;intermitente;74.67;1.05;25.47;1482.64;9;14
04/01/2025 12:00;MCH_04;ventilador;intermitente;79.08;1.32;28.25;1405.72;10;15
04/01/2025 13:00;MCH_04;ventilador;intermitente;77.94;1.66;27.98;1506.61;11;16
04/01/2025 14:00;MCH_04;ventilador;intermitente;73.55;1.52;29.01;1468.28;12;17
04/01/2025 15:00;MCH_04;ventilador;intermitente;72.66;1.35;25.32;1281.79;13;18
04/01/2025 16:00;MCH_04;ventilador;intermitente;78.95;1.73;29.72;1352.37;14;19
04/01/2025 17:00;MCH_04;ventilador;intermitente;81.62;1.16;27.51;1377.74;15;20
04/01/2025 18:00;MCH_04;ventilador;intermitente;76.32;1.1;27.49;1330.14;16;21
04/01/2025 19:00;MCH_04;ventilador;intermitente;74.48;1.35;28.37;1428.75;17;22
04/01/2025 20:00;MCH_04;ventilador;intermitente;75.75;1.38;32.14;1341.16;17;23
04/01/2025 21:00;MCH_04;ventilador;intermitente;74.99;1.2;28.63;1567.27;18;24
04/01/2025 22:00;MCH_04;ventilador;intermitente;73.57;1.42;26.32;1461.02;19;25
04/01/2025 23:00;MCH_04;ventilador;intermitente;70.13;0.94;24.41;1466.21;20;26
05/01/2025 0:00;MCH_04;ventilador;intermitente;77.59;1.7;25.06;1262.01;21;27
05/01/2025 1:00;MCH_04;ventilador;intermitente;79.15;1.6;29.01;1236.68;22;28
05/01/2025 2:00;MCH_04;ventilador;intermitente;81.3;1.81;26.54;1551.48;22;29
05/01/2025 3:00;MCH_04;ventilador;intermitente;74.63;2.16;28.25;1549.81;22;30
05/01/2025 4:00;MCH_04;ventilador;intermitente;75.13;1.62;26.42;1589.55;23;31
05/01/2025 5:00;MCH_04;ventilador;intermitente;72.72;1.89;29.23;1632.9;24;32
05/01/2025 6:00;MCH_04;ventilador;intermitente;81.7;1.85;23.49;1542.69;24;33
05/01/2025 7:00;MCH_04;ventilador;intermitente;74.74;1.37;30.27;1375.87;25;34
05/01/2025 8:00;MCH_04;ventilador;intermitente;79.61;1.33;27.59;1403.14;25;35
05/01/2025 9:00;MCH_04;ventilador;intermitente;68.98;1.69;27.42;1383.49;26;36
05/01/2025 10:00;MCH_04;ventilador;intermitente;73.25;1.41;28.23;1426.28;27;37
05/01/2025 11:00;MCH_04;ventilador;intermitente;70.52;1.53;31.69;1552.87;28;38
05/01/2025 12:00;MCH_04;ventilador;intermitente;72.23;1.5;29.11;1294.0;29;39
05/01/2025 13:00;MCH_04;ventilador;intermitente;78.28;0.78;25.18;1124.97;30;40
05/01/2025 14:00;MCH_04;ventilador;intermitente;81.34;2.01;29.69;1366.23;31;41
05/01/2025 15:00;MCH_04;ventilador;intermitente;75.94;1.75;29.6;1460.07;32;42
05/01/2025 16:00;MCH_04;ventilador;intermitente;81.53;1.24;27.2;1374.56;32;43
05/01/2025 17:00;MCH_04;ventilador;intermitente;76.5;1.38;31.78;1409.44;33;44
05/01/2025 18:00;MCH_04;ventilador;intermitente;72.6;1.3;28.69;1501.89;34;45
05/01/2025 19:00;MCH_04;ventilador;intermitente;76.96;1.78;30.44;1375.28;34;46
05/01/2025 20:00;MCH_04;ventilador;intermitente;76.79;1.3;25.42;1516.6;34;47
05/01/2025 21:00;MCH_04;ventilador;intermitente;77.47;1.18;29.93;1506.03;35;48
05/01/2025 22:00;MCH_04;ventilador;intermitente;69.04;1.09;30.26;1556.8;35;49
05/01/2025 23:00;MCH_04;ventilador;intermitente;76.27;1.52;29.53;1298.16;35;50
06/01/2025 0:00;MCH_04;ventilador;intermitente;79.96;1.46;32.97;1428.0;36;51
06/01/2025 1:00;MCH_04;ventilador;intermitente;77.22;1.98;30.77;1388.04;36;52
06/01/2025 2:00;MCH_04;ventilador;intermitente;66.55;1.34;28.64;1491.51;37;53
06/01/2025 3:00;MCH_04;ventilador;intermitente;75.68;1.76;29.98;1494.57;38;54
06/01/2025 4:00;MCH_04;ventilador;intermitente;69.6;1.89;27.85;1476.61;39;55
06/01/2025 5:00;MCH_04;ventilador;intermitente;75.76;0.79;27.52;1446.21;40;56
06/01/2025 6:00;MCH_04;ventilador;intermitente;78.84;1.15;28.05;1342.41;40;57
06/01/2025 7:00;MCH_04;ventilador;intermitente;78.77;1.66;30.52;1498.29;40;58
06/01/2025 8:00;MCH_04;ventilador;intermitente;76.9;1.46;29.21;1344.69;41;59
06/01/2025 9:00;MCH_04;ventilador;intermitente;75.24;1.85;27.71;1453.09;42;60
06/01/2025 10:00;MCH_04;ventilador;intermitente;70.48;1.54;28.68;1397.28;43;61
06/01/2025 11:00;MCH_04;ventilador;intermitente;76.46;1.27;28.45;1380.55;44;62
06/01/2025 12:00;MCH_04;ventilador;intermitente;76.3;1.72;23.88;1552.47;45;63
06/01/2025 13:00;MCH_04;ventilador;intermitente;78.44;0.8;26.37;1409.88;46;64
06/01/2025 14:00;MCH_04;ventilador;intermitente;77.58;1.27;30.63;1405.1;46;65
06/01/2025 15:00;MCH_04;ventilador;intermitente;77.72;1.46;27.02;1555.6;47;66
06/01/2025 16:00;MCH_04;ventilador;intermitente;73.43;1.89;27.69;1480.07;48;67
06/01/2025 17:00;MCH_04;ventilador;intermitente;80.42;1.57;27.71;1451.92;48;68
06/01/2025 18:00;MCH_04;ventilador;intermitente;70.45;1.6;29.99;1450.01;49;69
06/01/2025 19:00;MCH_04;ventilador;intermitente;77.36;0.98;27.28;1430.01;50;70
06/01/2025 20:00;MCH_04;ventilador;intermitente;77.23;1.86;25.49;1343.09;51;71
06/01/2025 21:00;MCH_04;ventilador;intermitente;73.69;1.52;26.75;1377.04;52;72
06/01/2025 22:00;MCH_04;ventilador;intermitente;73.77;1.3;26.61;1511.48;53;73
06/01/2025 23:00;MCH_04;ventilador;intermitente;70.22;0.94;26.47;1474.25;54;74
07/01/2025 0:00;MCH_04;ventilador;intermitente;75.97;1.88;25.96;1480.95;55;75
07/01/2025 1:00;MCH_04;ventilador;intermitente;78.36;1.63;31.12;1560.12;56;76
07/01/2025 2:00;MCH_04;ventilador;intermitente;72.48;1.69;29.18;1438.94;56;77
07/01/2025 3:00;MCH_04;ventilador;intermitente;78.95;1.58;27.13;1481.47;56;78
07/01/2025 4:00;MCH_04;ventilador;intermitente;77.42;2.09;25.22;1523.01;56;79
07/01/2025 5:00;MCH_04;ventilador;intermitente;77.57;1.56;26.08;1517.1;57;80
07/01/2025 6:00;MCH_04;ventilador;intermitente;75.99;1.5;28.85;1423.19;58;81
07/01/2025 7:00;MCH_04;ventilador;intermitente;78.66;1.72;26.86;1493.68;59;82
07/01/2025 8:00;MCH_04;ventilador;intermitente;75.34;1.5;26.44;1428.91;59;83
07/01/2025 9:00;MCH_04;ventilador;intermitente;73.9;1.4;27.55;1542.22;59;84
07/01/2025 10:00;MCH_04;ventilador;intermitente;74.61;1.95;29.72;1530.94;60;85
07/01/2025 11:00;MCH_04;ventilador;intermitente;75.89;1.68;27.28;1539.59;61;86
07/01/2025 12:00;MCH_04;ventilador;intermitente;75.27;1.67;27.74;1645.82;61;87
07/01/2025 13:00;MCH_04;ventilador;intermitente;77.55;1.68;30.54;1435.0;62;88
07/01/2025 14:00;MCH_04;ventilador;intermitente;71.65;1.34;28.9;1284.83;63;89
07/01/2025 15:00;MCH_04;ventilador;intermitente;73.44;1.27;29.18;1522.19;64;90
07/01/2025 16:00;MCH_04;ventilador;intermitente;73.04;1.38;27.9;1581.51;64;1
07/01/2025 17:00;MCH_04;ventilador;intermitente;71.96;1.35;27.51;1303.53;64;2
07/01/2025 18:00;MCH_04;ventilador;intermitente;78.4;1.23;30.63;1458.18;65;3
07/01/2025 19:00;MCH_04;ventilador;intermitente;75.13;1.39;24.21;1764.04;65;4
07/01/2025 20:00;MCH_04;ventilador;intermitente;74.55;1.85;30.73;1354.3;66;5
07/01/2025 21:00;MCH_04;ventilador;intermitente;75.58;1.46;23.55;1446.21;67;6
07/01/2025 22:00;MCH_04;ventilador;intermitente;77.46;1.88;27.51;1457.26;67;7
07/01/2025 23:00;MCH_04;ventilador;intermitente;79.56;2.23;25.33;1441.46;67;8
08/01/2025 0:00;MCH_04;ventilador;intermitente;80.83;1.49;30.74;1448.56;68;9
08/01/2025 1:00;MCH_04;ventilador;intermitente;75.5;1.42;28.23;1375.16;68;10
08/01/2025 2:00;MCH_04;ventilador;intermitente;71.17;1.35;27.99;1316.19;69;11
08/01/2025 3:00;MCH_04;ventilador;intermitente;80.3;2.06;27.99;1520.05;70;12
08/01/2025 4:00;MCH_04;ventilador;intermitente;72.74;2.07;26.88;1431.34;71;13
08/01/2025 5:00;MCH_04;ventilador;intermitente;72.46;1.59;27.92;1459.85;72;14
08/01/2025 6:00;MCH_04;ventilador;intermitente;74.4;1.65;28.0;1340.83;73;15
08/01/2025 7:00;MCH_04;ventilador;intermitente;77.6;1.89;27.42;1555.51;74;16
08/01/2025 8:00;MCH_04;ventilador;intermitente;74.0;1.62;26.15;1413.46;75;17
08/01/2025 9:00;MCH_04;ventilador;intermitente;71.16;1.07;33.65;1284.6;75;18
08/01/2025 10:00;MCH_04;ventilador;intermitente;75.03;1.21;30.74;1481.98;76;19
08/01/2025 11:00;MCH_04;ventilador;intermitente;77.54;1.56;28.48;1419.61;77;20
08/01/2025 12:00;MCH_04;ventilador;intermitente;72.27;1.77;28.77;1428.69;78;21
08/01/2025 13:00;MCH_04;ventilador;intermitente;71.72;1.46;27.93;1456.43;78;22
08/01/2025 14:00;MCH_04;ventilador;intermitente;77.84;1.3;25.12;1403.7;79;23
08/01/2025 15:00;MCH_04;ventilador;intermitente;78.71;1.4;31.11;1542.48;79;24
08/01/2025 16:00;MCH_04;ventilador;intermitente;78.44;1.63;26.83;1370.23;79;25
08/01/2025 17:00;MCH_04;ventilador;intermitente;79.34;1.2;27.58;1518.41;79;26
